sample_idx,golden_out
1143,1676419746
1144,1681155395
1145,1685891044
1146,1690626693
1147,1695362342
1148,1700097991
1149,1704833640
1150,1709569289
1151,1714304938
1152,1719040587
1153,1723776236
1154,1728511885
1155,1733247534
1156,1737983183
1157,1742718832
1158,1747454481
1159,1752190130
1160,1756925779
1161,1761661428
1162,1766397077
1163,1771132726
1164,1775868375
1165,1780604024
1166,1785339673
1167,1790075322
1168,1794810971
1169,1799546620
1170,1804282269
1171,1809017918
1172,1813753567
1173,1818489216
1174,1823224865
1175,1827960514
1176,1832696163
1177,1837431812
1178,1842167461
1179,1846903110
1180,1851638759
1181,1856374408
1182,1861110057
1183,1865845706
1184,1870581355
1185,1875317004
1186,1880052653
1187,1884788302
1188,1889523951
1189,1894259600
1190,1898995249
1191,1903730898
1192,1908466547
1193,1913202196
1194,1917937845
1195,1922673494
1196,1927409143
1197,1932144792
1198,1936880441
1199,1941616090
1200,1946351739
